CustomerID,Recommendation,category
13297.0,"{'22304': 0.12198750911856666, '22044': 0.12171612389003691, '23375': 0.12171612389003691, '22556': 0.11952286093343935, '72351B': 0.11895773785772165, '22074': 0.1178966237837789, '23058': 0.11785113019775795, '23413': 0.11785113019775795, '23482': 0.11785113019775795, '20765': 0.11720180773462387, '84988': 0.11671958974433189, '22087': 0.11664236870396086, '21367': 0.11595420713048968, '23407': 0.11547005383792518, '22130': 0.11338934190276816, '21793': 0.11322770341445959, '22167': 0.11322770341445959, '21288': 0.11268723396380222, '21982': 0.11194341570991126, '23404': 0.11111111111111113}",promising
13298.0,"{'84029E': 0.33334762323252465, '21479': 0.2979074062854071, '22112': 0.29708584971381335, '22111': 0.2809017917056612, '84030E': 0.27624059240866955, '21485': 0.2535023912989846, '22835': 0.25328285164465764, '48138': 0.24742107652139722, '22114': 0.2110447037235796, '22113': 0.20822016687137374, '21481': 0.2080085734580491, '21733': 0.20592848772346858, '22834': 0.1920806196111037, '85123A': 0.18725196802542865, '21908': 0.1680161303228036, '22110': 0.16744367165578428, '22633': 0.16561861801052113, '20679': 0.16212663793766885, '21181': 0.16157485547855677, '22197': 0.1606227186908563}",need attention
13299.0,"{'84978': 0.28889541324922013, '21578': 0.2741249873151301, '22352': 0.2728135615342265, '22382': 0.26910920842918873, '23206': 0.26501172402901785, '84970S': 0.2607566279974894, '20712': 0.25323730129409033, '21558': 0.2530384498293508, '22189': 0.25209357362464374, '82482': 0.25201551371698566, '84970L': 0.24724950054879483, '22296': 0.24461700360682792, '85066': 0.24390904915120645, '84879': 0.24213571917354376, '21755': 0.23869213353609436, '82484': 0.23864819498579937, '22960': 0.23560021875646348, '22464': 0.23120661128665382, '22185': 0.23062712272522956, '21212': 0.22777483486302652}",need attention
13300.0,"{'23110': 0.19211684257122966, '22675': 0.1917412472118426, '71477': 0.18666588889374994, '22464': 0.1806086914095451, '23099': 0.17297550002576423, '21627': 0.17282528245507084, '21629': 0.16933350266692068, '21340': 0.16674810652819264, '22699': 0.1631738460815914, '82600': 0.16305559246346993, '22465': 0.1613118265234886, '21132': 0.15677236033392408, '85163A': 0.15677236033392408, '85170B': 0.1563263498701806, '20654': 0.15554275420956382, '21733': 0.15395037137297893, '23061': 0.15342642764843034, '47566': 0.15221336609881883, '85206A': 0.15166603472617182, '15060B': 0.15139419980681001}",need attention
13301.0,"{'22174': 0.142731332931499, '22916': 0.14116492564331998, '22727': 0.14093032191052007, '21215': 0.14037248126871926, '35004B': 0.13986355971611486, '22917': 0.139655096932732, '23201': 0.1382387968482202, '84510C': 0.13801311186847084, '22027': 0.13773000775113897, '22659': 0.1370377419655063, '22244': 0.13679711361135388, '21382': 0.13623731522826651, '21065': 0.1361331925293325, '20967': 0.13552618543578768, '21071': 0.13433209885189348, '22098': 0.13316902848554255, '23155': 0.13294613760468715, '22892': 0.13105810963198408, '23158': 0.12802048491651108, '21535': 0.12442751389618598}",need attention
13304.0,"{'21374': 0.17251638983558854, '22091': 0.17056057308448835, '20984': 0.16770509831248426, '20619': 0.1619552660357832, '22407': 0.1619552660357832, '85104': 0.1619552660357832, '22200': 0.16018520998142302, '21914': 0.15330284613208398, '84879': 0.15218965485169805, '21912': 0.14532037855153093, '22624': 0.14394693717033621, '23133': 0.14388861576723855, '22852': 0.14224666503076472, '84032A': 0.14185987312303813, '22488': 0.14135592881940232, '22428': 0.13831281496162495, '22354': 0.13620104492139978, '22625': 0.13588772257190881, '23164': 0.13398624618033714, '23160': 0.13324272283470417}",need attention
13305.0,"{'22986': 0.1414213562373095, '23191': 0.14040014904887735, '21936': 0.1399975111774795, '21878': 0.13961796943056518, '22485': 0.13961796943056518, '21498': 0.13944333775567927, '22384': 0.1389425035941821, '21507': 0.13809204416652687, '22433': 0.13809204416652687, '22563': 0.13809204416652687, '20750': 0.13801311186847084, '20727': 0.13576884666042613, '72225C': 0.13552618543578768, '85040B': 0.13552618543578768, '22759': 0.13354547878703568, '22352': 0.13274985296390923, '20983': 0.13203565444069848, '21080': 0.13024701806293193, '20981': 0.12741179785940637, '20769': 0.1267731382092775}",promising
13308.0,"{'84509B': 0.14980117725462766, '21257': 0.14802411344743452, '23093': 0.1466471150213533, '17012D': 0.14400460822119582, '23092': 0.1437993271357627, '17012F': 0.13912166872805048, '22763': 0.13694775891619418, '21628': 0.13576884666042613, '23410': 0.13576884666042613, '23319': 0.13468700594029473, '21633': 0.13363062095621217, '23101': 0.13234444452945734, '23102': 0.13146843962443588, '22178': 0.12430020179134485, '21191': 0.12222646627042816, '23100': 0.12114063071860515, '22043': 0.11952286093343933, '84347': 0.11561466260321597, '23499': 0.11396057645963792, '23065': 0.11026356928399425}",promising
13309.0,"{'20616': 0.13900960937138318, '21157': 0.13900960937138318, '21426': 0.13900960937138318, '35653': 0.13900960937138318, '90057': 0.13900960937138318, '21680': 0.13900960937138318, '84569A': 0.1386750490563073, '23471': 0.13608276348795434, '23555': 0.13608276348795434, '23582': 0.13576884666042613, '15060B': 0.13530201829834768, '35819B': 0.13483997249264842, '84920': 0.1336306209562122, '16169E': 0.13340746919301402, '20619': 0.1318760946791574, '51020B': 0.1318760946791574, '84231': 0.1318760946791574, '23504': 0.13116516715679058, '22587': 0.13018891098082389, '10133': 0.12909944487358055, '22635': 0.12712834523274563}",promising
13310.0,"{'22969': 0.1462300500270223, '84032A': 0.1449427589131121, '21850': 0.14285714285714282, '35912B': 0.14269544824634822, '21032': 0.140028008402801, '22284': 0.13997200839720098, '85205B': 0.13968605915391563, '22770': 0.13801311186847082, '23073': 0.1363196353181994, '21900': 0.13588098682432004, '21288': 0.1336306209562122, '22277': 0.1315903389919538, '71053': 0.12955571765025278, '21714': 0.12795129377364453, '21066': 0.1267731382092775, '21360': 0.11952286093343936, '72800C': 0.11952286093343936, '22807': 0.11805626722019105, '22307': 0.11396057645963795}",need attention
13311.0,"{'17012A': 0.14744195615489714, '21025': 0.14744195615489714, '35265': 0.14744195615489714, '85036A': 0.14680505487867584, '85199L': 0.14638501094227996, '84580': 0.14638501094227996, '22554': 0.1460593486680443, '22297': 0.1449377260910507, '22210': 0.14462030521243743, '22335': 0.14462030521243743, '21992': 0.14446302370292302, '22097': 0.14187608845979144, '22094': 0.14058038927888333, '22965': 0.1395390764128595, '21851': 0.13801311186847082, '22687': 0.13801311186847082, '22442': 0.13762047064079508, '22244': 0.13679711361135388, '21382': 0.13623731522826651, '21172': 0.1358732440973515}",need attention
13313.0,"{'22149': 0.1589438828478053, '90184B': 0.15811388300841897, '23233': 0.1575123061296434, '21078': 0.15546754616864045, '23136': 0.1543033499620919, '21376': 0.1414213562373095, '21758': 0.11952286093343936, '21868': 0.11359236684941297, '84931A': 0.11180339887498948, '17096': 0.10540925533894598, '22478': 0.10540925533894598, '84792': 0.10476454436543672, '22158': 0.10229915092057101, '22884': 0.1, '85169C': 0.1, '21272': 0.09759000729485333, '22297': 0.09682458365518543, '22803': 0.09534625892455924, '22882': 0.09534625892455924, '84508A': 0.09534625892455924}",promising
13314.0,"{'22593': 0.13678822577626598, '21824': 0.1345345587992625, '23348': 0.1341640786499874, '23408': 0.1264911064067352, '23330': 0.1256297269074015, '84609': 0.12403473458920845, '22307': 0.12060453783110546, '23355': 0.12060453783110545, '22595': 0.11891287353862351, '23502': 0.11826247919781652, '22118': 0.11566298639324805, '23524': 0.11547005383792518, '23597': 0.11547005383792518, '23370': 0.11547005383792516, '22823': 0.11322770341445959, '23413': 0.11322770341445959, '23518': 0.11322770341445959, '84665': 0.11322770341445959, '23514': 0.11094003924504584, '23404': 0.10675210253672476}",need attention
13316.0,"{'22101': 0.14433756729740646, '71406C': 0.14433756729740646, '22903': 0.14433756729740646, '84725': 0.14433756729740646, '22726': 0.1435609838973005, '20733': 0.14322297480788657, '22675': 0.14288690166235204, '23089': 0.1406421692815486, '21967': 0.1404878717372541, '22191': 0.14015297764534704, '22727': 0.1383496476323666, '46118': 0.13608276348795434, '21166': 0.13552618543578768, '22461': 0.1318760946791574, '21679': 0.1307440900921227, '20723': 0.12991396049232617, '85014B': 0.12936590427961553, '21448': 0.12909944487358058, '21677': 0.12909944487358058, '84800M': 0.12909944487358058}",loyal customer
13317.0,"{'23108': 0.14767960492804932, '22507': 0.14449892851861426, '21671': 0.14349920066683503, '23142': 0.140028008402801, '22797': 0.13944333775567924, '22426': 0.13844643510697732, '20665': 0.13773231175688955, '21672': 0.1372215512369386, '72802C': 0.13693063937629157, '21420': 0.12909944487358058, '23073': 0.12598815766974242, '22823': 0.11785113019775795, '46775D': 0.11785113019775795, '72807C': 0.11785113019775793, '23426': 0.11547005383792518, '20782': 0.1091089451179962, '21128': 0.1091089451179962, '22183': 0.1091089451179962, '23117': 0.1091089451179962, '84251B': 0.1091089451179962}",promising
13318.0,"{'21194': 0.12909944487358055, '23509': 0.12909944487358055, '72799C': 0.12909944487358055, '21189': 0.12909944487358055, '21463': 0.12734290799340264, '23570': 0.12734290799340264, '23046': 0.125, '23551': 0.12171612389003691, '23581': 0.12171612389003691, '23369': 0.11470786693528087, '23045': 0.11180339887498948, '21640': 0.1091089451179962, '21644': 0.1091089451179962, '10080': 0.10206207261596577, '21809': 0.1, '21263': 0.0944911182523068, '22529': 0.0944911182523068, '23119': 0.09284766908852593, '21205': 0.09128709291752768, '23294': 0.08964214570007953}",need attention
13319.0,"{'23340': 0.12634967392981722, '85048': 0.12507979573107608, '22130': 0.12456821978060995, '22021': 0.12371791482634839, '23216': 0.12262786789699316, '85107': 0.12262786789699316, '22466': 0.12174373330944385, '23090': 0.11846977555181847, '23221': 0.11803342130469505, '23268': 0.11803342130469505, '90114': 0.11785113019775795, '23265': 0.11707322644771176, '23266': 0.11707322644771176, '22599': 0.11470786693528087, '23455': 0.11470786693528087, '85169A': 0.11470786693528087, '22894': 0.1137147065368355, '22377': 0.11088319064318594, '21090': 0.10998533626601498, '21758': 0.1091089451179962}",champion
13320.0,"{'16015': 0.15249857033260464, '20771': 0.1522773975253762, '23184': 0.1521559372696227, '22948': 0.1505463377667691, '22966': 0.1491035595550725, '37482P': 0.14887283354385344, '21528': 0.14737658618664085, '22976': 0.14609542606730222, '23565': 0.14586499149789456, '84508C': 0.14586499149789456, '22969': 0.14486000540427496, '22665': 0.14467423695414217, '85180A': 0.14303239192265577, '22112': 0.14212956347561903, '21675': 0.14016830300607283, '22557': 0.1382898056896854, '21719': 0.13809204416652684, '21372': 0.136504726557987, '22592': 0.136504726557987, '21784': 0.13076644524148534}",promising
13321.0,"{'22155': 0.16343011261515333, '22603': 0.16343011261515333, '23392': 0.15097027121927944, '23466': 0.13608276348795434, '23660': 0.13608276348795434, '22943': 0.12507979573107608, '23234': 0.12451456127293806, '22307': 0.12309149097933274, '23312': 0.11340230290662862, '22086': 0.1079112255770052, '23101': 0.1072112534837795, '21813': 0.10540925533894596, '23055': 0.10540925533894596, '22810': 0.10143010324169743, '22153': 0.09901475429766743, '21265': 0.09622504486493762, '23072': 0.09622504486493762, '23567': 0.09622504486493762, '35598B': 0.09622504486493762, '21790': 0.09602684682780271}",need attention
13322.0,"{'22059': 0.14002800840280097, '47481': 0.1386750490563073, '82613D': 0.13693063937629152, '21812': 0.1345345587992625, '72130': 0.1345345587992625, '85130B': 0.1345345587992625, '35646': 0.1336306209562122, '84660B': 0.1336306209562122, '84663A': 0.1336306209562122, '84819': 0.1305582419667734, '22165': 0.12964074471043288, '85150': 0.1281244265276946, '22588': 0.12738595105969638, '21770': 0.1252448582170299, '21907': 0.1252448582170299, '47341B': 0.125, '84926E': 0.125, '20705': 0.12126781251816648}",need attention
13323.0,"{'22834': 0.18858795338629425, '22866': 0.18244230208626805, '23358': 0.18009006755629928, '20619': 0.18009006755629925, '22086': 0.17562195234189887, '20728': 0.17347769796029605, '85049B': 0.17327729467737232, '82582': 0.16987937080027385, '23357': 0.16979054399120355, '85231B': 0.16946853737950202, '23313': 0.16867477123499658, '84879': 0.1685758545593033, '84050': 0.16816793501559946, '22690': 0.1674415042544774, '23551': 0.16582277938769702, '23282': 0.16522719903220323, '23504': 0.1651445647689541, '23365': 0.16245910832216473, '22077': 0.1604841641148357, '23198': 0.1563263498701806}",need attention
13324.0,"{'22631': 0.18139731096043293, '21826': 0.18070158058105024, '22939': 0.17928429140015906, '20967': 0.17857142857142858, '23202': 0.1746031746031746, '15060B': 0.17342199390482402, '22905': 0.17320508075688776, '84218': 0.17078251276599332, '22896': 0.16953317256112288, '22200': 0.16718346377260587, '22055': 0.1652001970982293, '22604': 0.16495721976846453, '21715': 0.16448792373994225, '84993A': 0.16398401233815754, '23071': 0.1636634176769943, '22278': 0.16283473681973243, '37447': 0.16283473681973243, '21531': 0.16281760623877717, '84212': 0.1583891032045364, '84707B': 0.15118578920369088}",loyal customer
13325.0,"{'22847': 0.13130643285972254, '22827': 0.12909944487358058, '23086': 0.12909944487358058, '23379': 0.12909944487358058, '21189': 0.12909944487358055, '21289': 0.12499999999999997, '21292': 0.12499999999999997, '21717': 0.12499999999999997, '23151': 0.12499999999999997, '20794': 0.1178511301977579, '23021': 0.1178511301977579, '84709B': 0.1178511301977579, '23369': 0.11470786693528087, '21640': 0.1091089451179962, '21644': 0.1091089451179962, '21809': 0.1, '22529': 0.0944911182523068, '23119': 0.09284766908852593, '21205': 0.09128709291752768, '23294': 0.08964214570007953}",need attention
13327.0,"{'21291': 0.1307440900921227, '23066': 0.1283881477532739, '22744': 0.12725695259515554, '22437': 0.12561485860426555, '22943': 0.12507979573107608, '23234': 0.12451456127293806, '23042': 0.12403473458920845, '22849': 0.12328224189336073, '22307': 0.12309149097933274, '21424': 0.12009611535381537, '22175': 0.11538461538461539, '23312': 0.11340230290662862, '23101': 0.1072112534837795, '21813': 0.10540925533894596, '23055': 0.10540925533894596, '22810': 0.10143010324169743, '22153': 0.09901475429766743, '23567': 0.09622504486493762, '35598B': 0.09622504486493762, '21790': 0.09602684682780271}",promising
13328.0,"{'22563': 0.1657686276384507, '22210': 0.16327233125333, '79066K': 0.16317848796612633, '22729': 0.16268128799957743, '84251G': 0.16025661604300076, '47480': 0.16012815380508713, '72586': 0.1598006930251483, '21064': 0.158999682000954, '20686': 0.1585187847802434, '46000R': 0.15701857325533192, '20668': 0.1568363202169841, '22967': 0.15371079433697926, '22983': 0.14964765540142794, '22047': 0.14699525800946367, '22208': 0.14687761472690508, '22932': 0.14543050934011967, '21447': 0.14382062372263346, '22440': 0.13918454046250336, '22197': 0.13837846458875086, '21098': 0.13769776380647356}",need attention
13329.0,"{'22966': 0.19199542936736586, '22629': 0.18983159915049977, '22734': 0.18879795344127698, '23234': 0.18567639643801376, '22200': 0.18430244519362146, '22800': 0.1841020299262591, '22315': 0.1838588766920475, '82482': 0.18276308830238316, '23314': 0.18183351671314588, '22818': 0.18010993737128292, '22865': 0.1798202695507861, '22141': 0.17752722477790936, '22911': 0.1768738817220884, '23308': 0.17269789055894338, '22816': 0.17218920641845567, '84347': 0.17189401703741597, '22940': 0.1698762689638792, '21187': 0.16886207321919508, '22737': 0.16753764435328888, '22834': 0.16712036439188588}",need attention
13330.0,"{'21721': 0.16283473681973243, '23298': 0.16241379323709526, '85123A': 0.1612598156156323, '79321': 0.16093484986175585, '22720': 0.15987286084291477, '21212': 0.15966452158490455, '22819': 0.15875015875023815, '22933': 0.1583251240952809, '22197': 0.15072142131211605, '23229': 0.15072142131211605, '21424': 0.1466471150213533, '21427': 0.1466471150213533, '21430': 0.14650270620737985, '22946': 0.14567913668701624, '23159': 0.14567913668701624, '22623': 0.14564746386640343, '21715': 0.14473007683388942, '23154': 0.14473007683388942, '23122': 0.1419904585617662, '21504': 0.14056338255793732}",need attention
13332.0,"{'23355': 0.13312051063847863, '23116': 0.13245323570650439, '23569': 0.13245323570650439, '23660': 0.13245323570650439, '23691': 0.13245323570650439, '23247': 0.1307130602850897, '23356': 0.1284985132406471, '23371': 0.12745318548364543, '22818': 0.12735695807431854, '23408': 0.1264911064067352, '22734': 0.12598815766974242, '23058': 0.12451456127293808, '23451': 0.12451456127293808, '23453': 0.12451456127293808, '22307': 0.12060453783110546, '23426': 0.12000000000000002, '23524': 0.11547005383792518, '23597': 0.11547005383792518, '23370': 0.11547005383792516, '23514': 0.11094003924504584}",need attention
13334.0,"{'22478': 0.14002800840280097, '20775': 0.13900960937138318, '72128': 0.13867504905630731, '84974': 0.13693063937629152, '21372': 0.136504726557987, '22592': 0.136504726557987, '84625A': 0.13468700594029479, '16054': 0.1336306209562122, '22328': 0.13213749452868198, '47422': 0.1318760946791574, '22434': 0.13093073414159542, '22715': 0.13041013273932525, '22210': 0.12964074471043285, '23147': 0.1286978904175574, '16235': 0.1286978904175574, '23015': 0.12598815766974242, '35933': 0.12598815766974242, '21473': 0.1217161238900369, '47367B': 0.1217161238900369, '22353': 0.11952286093343936}",promising
13336.0,"{'23368': 0.16675933649126753, '85208': 0.1649572197684645, '23372': 0.157485197087178, '20838': 0.1543033499620919, '23528': 0.1543033499620919, '22949': 0.1489388671836248, '23475': 0.14744195615489714, '90099': 0.14433756729740646, '21824': 0.140028008402801, '23350': 0.1399731277389636, '21253': 0.13363062095621217, '23348': 0.12909944487358058, '90094': 0.12909944487358058, '22409': 0.12456821978060995, '23318': 0.1240729167463663, '21327': 0.12407291674636628, '23520': 0.11785113019775795, '21264': 0.1091089451179962, '23139': 0.1091089451179962, '22734': 0.10910894511799618}",need attention
13338.0,"{'84946': 0.11483385035264292, '23267': 0.11470786693528087, '85094': 0.11470786693528087, '21641': 0.11322770341445959, '23451': 0.11322770341445959, '22939': 0.1118033988749895, '84078A': 0.1118033988749895, '23090': 0.10127393670836667, '23096': 0.09962709627734359, '23064': 0.09245003270420485, '90057': 0.09245003270420485, '20831': 0.08770580193070293, '23452': 0.08770580193070293, '35953': 0.08770580193070293, '21500': 0.08404977220207886, '22182': 0.08362420100070908, '22214': 0.08362420100070908, '47518F': 0.08362420100070908, '85025B': 0.08362420100070908, '21499': 0.08320502943378438}",need attention
13339.0,"{'21710': 0.16273613872602985, '22354': 0.16265001215808886, '22182': 0.1624591083221647, '21363': 0.1609454000897248, '21284': 0.16081688022566926, '22318': 0.16060401860990525, '22384': 0.1605205228836433, '21328': 0.16036927448647031, '22148': 0.1600051202457731, '82613C': 0.1594482010358202, '71403': 0.15713484026367724, '82011B': 0.15713484026367724, '84509C': 0.15701373439577193, '84536B': 0.15701373439577193, '21528': 0.15554275420956382, '22470': 0.15552995602348796, '21380': 0.1553306703409032, '22890': 0.15519548261264565, '21243': 0.15475519089988365, '35004G': 0.14664711502135333}",need attention
13340.0,"{'22188': 0.1356907063105517, '22798': 0.13497638119975425, '22589': 0.13483997249264842, '21222': 0.13468700594029476, '23121': 0.13245323570650436, '22822': 0.1315903389919538, '84823': 0.1315587028960544, '22967': 0.13116690839904502, '22394': 0.13074409009212268, '23018': 0.13074409009212268, '84709B': 0.13074409009212268, '22936': 0.12856486930664499, '85036B': 0.1254363015010636, '22169': 0.12267912301642962, '22170': 0.12267912301642961, '22782': 0.12104550653376049, '21774': 0.12009611535381537, '85141': 0.12009611535381537, '21340': 0.11826247919781654}",loyal customer
13341.0,"{'82486': 0.14617633655117154, '21459': 0.14322297480788662, '22788': 0.14064216928154863, '85064': 0.1386750490563073, '21462': 0.13819603191146365, '82484': 0.1375336712183217, '22283': 0.13623731522826651, '22188': 0.1356907063105517, '22589': 0.13483997249264842, '21445': 0.13259870882635919, '21535': 0.13171584244345805, '22822': 0.1315903389919538, '84989A': 0.13155870289605437, '22967': 0.13116690839904502, '21735': 0.13089257860118403, '82483': 0.12951522516054667, '23099': 0.12931515002796792, '84510A': 0.12918357615971662, '22936': 0.12856486930664499, '22766': 0.12429576904403138}",need attention
13343.0,"{'21132': 0.14547859349066158, '84875B': 0.14433756729740646, '23191': 0.14279768098449105, '84968D': 0.140028008402801, '22748': 0.13957263155977062, '22411': 0.13898464132279897, '84461': 0.1386750490563073, '22196': 0.13608276348795434, '23567': 0.13608276348795434, '84637': 0.13608276348795434, '85211': 0.13608276348795434, '37475': 0.1336306209562122, '21666': 0.125, '22362': 0.125, '22760': 0.12329924047901797, '85093': 0.12126781251816648, '23267': 0.11470786693528087, '85094': 0.11470786693528087, '22939': 0.1118033988749895, '84078A': 0.1118033988749895}",need attention
13344.0,"{'22021': 0.11915109374689986, '20751': 0.11894020669001051, '85036B': 0.11826247919781652, '85206A': 0.11729852221214704, '85186A': 0.11616046389935494, '22308': 0.11566298639324805, '22825': 0.11566298639324805, '47310M': 0.11396057645963795, '23096': 0.11359236684941297, '72801C': 0.11180339887498948, '22302': 0.11177545850247397, '22127': 0.11145564251507058, '21746': 0.11113855611859677, '21285': 0.10540925533894598, '22193': 0.10498884552771255, '84792': 0.10476454436543672, '84457': 0.10425720702853739, '90184B': 0.10425720702853739, '22953': 0.10259783520851541}",promising
13345.0,"{'22977': 0.18325550206507987, '22444': 0.18156825980064073, '22556': 0.179471038439145, '21424': 0.17817416127494962, '51020A': 0.17817416127494962, '84507C': 0.17677669529663687, '20679': 0.17251638983558856, '85129D': 0.17213259316477406, '22378': 0.1701758234142103, '20616': 0.16666666666666666, '21657': 0.16666666666666666, '21684': 0.16666666666666666, '23575': 0.16666666666666666, '21161': 0.16448792373994225, '82599': 0.16070868073806158, '21716': 0.16038386220948112, '21481': 0.15936381457791915, '22613': 0.1592555143176515, '23289': 0.1554174680400523, '22747': 0.1532064692570853}",need attention
13347.0,"{'22960': 0.20942241829680305, '47566': 0.20835327309081866, '23298': 0.2062725009279241, '23162': 0.19518001458970669, '23203': 0.18910287631039185, '23299': 0.18160959577381156, '23285': 0.1791244302079596, '23168': 0.1771158897792401, '23202': 0.1746031746031746, '23022': 0.16116459280507603, '23071': 0.16116459280507603, '85054': 0.15717365336548286, '22526': 0.15569978883230456, '85059': 0.1554926033927807, '90030B': 0.1507556722888818, '21470': 0.14373989364401724, '23286': 0.14245072057454744, '22481': 0.14213381090374028, '35967': 0.14213381090374028, '22429': 0.1416428463593022}",need attention
13348.0,"{'23147': 0.16571045299983223, '22834': 0.16558158568661702, '84926A': 0.1654758480803738, '62018': 0.16484511834894675, '22582': 0.16427570345801806, '23112': 0.1633749702624254, '22748': 0.1625533033302505, '23245': 0.1622801515499341, '23451': 0.16222142113076257, '22561': 0.1609687273171068, '22294': 0.15627543752560605, '22487': 0.15619728026264024, '22189': 0.15514290070952272, '71459': 0.15390446084165893, '23107': 0.1529438225803745, '23298': 0.15265562970592708, '22427': 0.15148907093117053, '21132': 0.15018785229652765, '84352': 0.15018785229652765, '23068': 0.14555080922779262}",need attention
13349.0,"{'37475': 0.1336306209562122, '79051A': 0.1336306209562122, '20934': 0.1333333333333333, '22705': 0.13290606860251747, '22752': 0.13212365955234767, '21666': 0.125, '22362': 0.125, '22760': 0.12329924047901797, '85093': 0.12126781251816648, '23267': 0.11470786693528087, '85094': 0.11470786693528087, '22580': 0.11420804814403215, '23400': 0.1126872339638022, '23263': 0.11202240672224077, '22939': 0.1118033988749895, '84078A': 0.1118033988749895, '23266': 0.1118033988749895, '23275': 0.1118033988749895, '21136': 0.10833784750435985, '22318': 0.10741723110591492}",need attention
13350.0,"{'20893': 0.1178511301977579, '22101': 0.1178511301977579, '22157': 0.1178511301977579, '84766': 0.1178511301977579, '90200E': 0.1178511301977579, '84800L': 0.11764705882352941, '21630': 0.11744404390294068, '23460': 0.11744404390294068, '72802B': 0.1162476387438193, '23267': 0.11470786693528087, '85094': 0.11470786693528087, '85136A': 0.1143323900950059, '22939': 0.1118033988749895, '84078A': 0.1118033988749895, '22597': 0.10942202738310211, '23323': 0.10925355610938446, '84912A': 0.10925355610938446, '22801': 0.10914955890876363, '22589': 0.10846522890932808, '35599D': 0.10846522890932808, '35819B': 0.10846522890932808}",need attention
13351.0,"{'23244': 0.16035674514745463, '20659': 0.16012815380508716, '23311': 0.16012815380508716, '22139': 0.15949145882311516, '23192': 0.15865709794899455, '11001': 0.15731330124142312, '20728': 0.15384688211714204, '23330': 0.14814814814814814, '23199': 0.1466471150213533, '22356': 0.14613243316031757, '23263': 0.14462030521243746, '23269': 0.14433756729740646, '23581': 0.13608276348795437, '23369': 0.13245323570650439, '22946': 0.13245323570650439, '23583': 0.12909944487358058, '23370': 0.11111111111111113, '16169E': 0.1072112534837795, '22615': 0.1072112534837795, '23352': 0.10369516947304254}",need attention
13352.0,"{'37475': 0.1336306209562122, '79051A': 0.1336306209562122, '23367': 0.1315587028960544, '23542': 0.1315587028960544, '21666': 0.125, '22362': 0.125, '23351': 0.12403473458920847, '23435': 0.12403473458920845, '22760': 0.12329924047901797, '22809': 0.1224744871391589, '23490': 0.12171612389003691, '22596': 0.12136700910941023, '85093': 0.12126781251816648, '22866': 0.12116095291816412, '22816': 0.11766968108291043, '23078': 0.11759620640757096, '23267': 0.11470786693528087, '85094': 0.11470786693528087, '22939': 0.1118033988749895, '84078A': 0.1118033988749895}",need attention
13354.0,"{'22539': 0.1483773024199086, '21988': 0.14785921742704328, '20681': 0.14757569038298454, '23102': 0.14638501094228, '21810': 0.14547859349066158, '23434': 0.14451832825402, '23145': 0.14451832825402, '23275': 0.1417366773784602, '21708': 0.14159846508095775, '23323': 0.13617619485048055, '23321': 0.13608276348795434, '22178': 0.13455891555854585, '23266': 0.13382584475782772, '21641': 0.1336306209562122, '23116': 0.13245323570650439, '23569': 0.13245323570650439, '23660': 0.13245323570650439, '23691': 0.13245323570650439, '23371': 0.12745318548364543, '22818': 0.12735695807431854}",need attention
13355.0,"{'23354': 0.16188728808572758, '21906': 0.16164816125656173, '22283': 0.15959855297967945, '22796': 0.15899968200095402, '23330': 0.14814814814814814, '84968E': 0.14569287935358963, '23263': 0.14462030521243746, '22081': 0.14346842995764314, '22321': 0.14346842995764314, '23402': 0.14186538042638172, '85130D': 0.14186538042638172, '21285': 0.13736056394868904, '21627': 0.13736056394868904, '22447': 0.13736056394868904, '22448': 0.13736056394868904, '22444': 0.13469311461009134, '22260': 0.13217526428635737, '22282': 0.13217526428635737, '21269': 0.1303116728289208, '21927': 0.12979353291279128}",need attention
13356.0,"{'23058': 0.12451456127293808, '23451': 0.12451456127293808, '22280': 0.12379689211803457, '22498': 0.12014425971949098, '85230A': 0.11952286093343936, '23460': 0.11744404390294068, '22438': 0.11359236684941297, '23454': 0.11180339887498948, '23487': 0.11180339887498948, '22597': 0.10942202738310211, '23314': 0.10925355610938446, '84912A': 0.10925355610938446, '23548': 0.10540925533894599, '21026': 0.10540925533894598, '21615': 0.10540925533894598, '23344': 0.10475656017578483, '20831': 0.1, '21277': 0.1, '23391': 0.1, '23536': 0.1}",need attention
13357.0,"{'85071A': 0.12757759076995717, '22066': 0.1272937693043289, '23580': 0.1270001270001905, '84978': 0.12612169046575014, '22816': 0.12572371141874245, '22825': 0.12561485860426552, '22797': 0.12532010295690074, '22482': 0.12478354962115543, '21257': 0.12442416956500056, '22426': 0.12442416956500056, '47503A': 0.12412427959034776, '22409': 0.1224744871391589, '22713': 0.12093890545052474, '85175': 0.1209127083516686, '85202': 0.12038585308576923, '37479P': 0.11785113019775795, '21383': 0.11572751247156896, '35965': 0.11572751247156896, '72800B': 0.11572751247156896}",need attention
13358.0,"{'20794': 0.16666666666666666, '21733': 0.1659882023920174, '22699': 0.16405152212918328, '20617': 0.1634301126151534, '22316': 0.16222142113076252, '22946': 0.16222142113076252, '22305': 0.1563858105428061, '21459': 0.14433756729740646, '84875B': 0.14433756729740646, '84461': 0.1386750490563073, '37475': 0.1336306209562122, '79051A': 0.1336306209562122, '21666': 0.125, '22362': 0.125, '22760': 0.12329924047901797, '85093': 0.12126781251816648, '23267': 0.11470786693528087, '85094': 0.11470786693528087, '22939': 0.1118033988749895, '84078A': 0.1118033988749895}",need attention
